text,arrayWords,arrayFeatures,arrayScaledFeatures
"Lastly, she pictured to herself how this same little sister of hers","[lastly,, she, pictured, to, herself, how, this, same, little, sister, of, hers]","[67.0,12.0]","[0.8276122499827785,0.6745153932746865]"
"would, in the after-time, be herself a grown woman; and how she would","[would,, in, the, after-time,, be, herself, a, grown, woman;, and, how, she, would]","[69.0,13.0]","[0.8954984394265252,0.8564860118892829]"
"keep, through all her riper years, the simple and loving heart of her","[keep,, through, all, her, riper, years,, the, simple, and, loving, heart, of, her]","[69.0,13.0]","[0.8954984394265252,0.8564860118892829]"
"childhood: and how she would gather about her other little children,","[childhood:, and, how, she, would, gather, about, her, other, little, children,]","[68.0,11.0]","[0.8615553447046519,0.49254477466009]"
"and make _their_ eyes bright and eager with many a strange tale,","[and, make, _their_, eyes, bright, and, eager, with, many, a, strange, tale,]","[64.0,12.0]","[0.7257829658171584,0.6745153932746865]"
perhaps even with the dream of Wonderland of long ago: and how she,"[perhaps, even, with, the, dream, of, wonderland, of, long, ago:, and, how, she]","[66.0,13.0]","[0.7936691552609052,0.8564860118892829]"
"would feel with all their simple sorrows, and find a pleasure in all","[would, feel, with, all, their, simple, sorrows,, and, find, a, pleasure, in, all]","[68.0,13.0]","[0.8615553447046519,0.8564860118892829]"
"their simple joys, remembering her own child-life, and the happy summer","[their, simple, joys,, remembering, her, own, child-life,, and, the, happy, summer]","[71.0,11.0]","[0.963384628870272,0.49254477466009]"
days.,[days.],"[5.0,1.0]","[-1.2768596227733697,-1.3271614114858743]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
THE END,"[the, end]","[8.0,2.0]","[-1.1750303386077496,-1.145190792871278]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
*** END OF THE PROJECT GUTENBERG EBOOK ALICE’S ADVENTURES IN WONDERLAND ***,"[***, end, of, the, project, gutenberg, ebook, alice’s, adventures, in, wonderland, ***]","[75.0,12.0]","[1.0991570077577655,0.6745153932746865]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
***** This file should be named 11-0.txt or 11-0.zip *****,"[*****, this, file, should, be, named, 11-0.txt, or, 11-0.zip, *****]","[58.0,10.0]","[0.5221243974859183,0.31057415604549354]"
This and all associated files of various formats will be found in:,"[this, and, all, associated, files, of, various, formats, will, be, found, in:]","[66.0,12.0]","[0.7936691552609052,0.6745153932746865]"
https://www.gutenberg.org/1/11/,"[, , , , https://www.gutenberg.org/1/11/]","[35.0,5.0]","[-0.258566781117169,-0.5992789370274886]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
Updated editions will replace the previous one--the old editions will,"[updated, editions, will, replace, the, previous, one--the, old, editions, will]","[69.0,10.0]","[0.8954984394265252,0.31057415604549354]"
be renamed.,"[be, renamed.]","[11.0,2.0]","[-1.0732010544421295,-1.145190792871278]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
Creating the works from print editions not protected by U.S. copyright,"[creating, the, works, from, print, editions, not, protected, by, u.s., copyright]","[70.0,11.0]","[0.9294415341483986,0.49254477466009]"
"law means that no one owns a United States copyright in these works,","[law, means, that, no, one, owns, a, united, states, copyright, in, these, works,]","[68.0,13.0]","[0.8615553447046519,0.8564860118892829]"
so the Foundation (and you!) can copy and distribute it in the,"[so, the, foundation, (and, you!), can, copy, and, distribute, it, in, the]","[62.0,12.0]","[0.6578967763734117,0.6745153932746865]"
United States without permission and without paying copyright,"[united, states, without, permission, and, without, paying, copyright]","[61.0,8.0]","[0.6239536816515383,-0.053367081183699316]"
"royalties. Special rules, set forth in the General Terms of Use part","[royalties., special, rules,, set, forth, in, the, general, terms, of, use, part]","[68.0,12.0]","[0.8615553447046519,0.6745153932746865]"
"of this license, apply to copying and distributing Project","[of, this, license,, apply, to, copying, and, distributing, project]","[58.0,9.0]","[0.5221243974859183,0.1286035374308971]"
Gutenberg-tm electronic works to protect the PROJECT GUTENBERG-tm,"[gutenberg-tm, electronic, works, to, protect, the, project, gutenberg-tm]","[65.0,8.0]","[0.7597260605390318,-0.053367081183699316]"
"concept and trademark. Project Gutenberg is a registered trademark,","[concept, and, trademark., project, gutenberg, is, a, registered, trademark,]","[67.0,9.0]","[0.8276122499827785,0.1286035374308971]"
"and may not be used if you charge for an eBook, except by following","[and, may, not, be, used, if, you, charge, for, an, ebook,, except, by, following]","[67.0,14.0]","[0.8276122499827785,1.0384566305038794]"
"the terms of the trademark license, including paying royalties for use","[the, terms, of, the, trademark, license,, including, paying, royalties, for, use]","[70.0,11.0]","[0.9294415341483986,0.49254477466009]"
of the Project Gutenberg trademark. If you do not charge anything for,"[of, the, project, gutenberg, trademark., if, you, do, not, charge, anything, for]","[69.0,12.0]","[0.8954984394265252,0.6745153932746865]"
"copies of this eBook, complying with the trademark license is very","[copies, of, this, ebook,, complying, with, the, trademark, license, is, very]","[66.0,11.0]","[0.7936691552609052,0.49254477466009]"
easy. You may use this eBook for nearly any purpose such as creation,"[easy., you, may, use, this, ebook, for, nearly, any, purpose, such, as, creation]","[68.0,13.0]","[0.8615553447046519,0.8564860118892829]"
"of derivative works, reports, performances and research. Project","[of, derivative, works,, reports,, performances, and, research., project]","[64.0,8.0]","[0.7257829658171584,-0.053367081183699316]"
Gutenberg eBooks may be modified and printed and given away--you may,"[gutenberg, ebooks, may, be, modified, and, printed, and, given, away--you, may]","[68.0,11.0]","[0.8615553447046519,0.49254477466009]"
do practically ANYTHING in the United States with eBooks not protected,"[do, practically, anything, in, the, united, states, with, ebooks, not, protected]","[70.0,11.0]","[0.9294415341483986,0.49254477466009]"
by U.S. copyright law. Redistribution is subject to the trademark,"[by, u.s., copyright, law., redistribution, is, subject, to, the, trademark]","[65.0,10.0]","[0.7597260605390318,0.31057415604549354]"
"license, especially commercial redistribution.","[license,, especially, commercial, redistribution.]","[46.0,4.0]","[0.11480726082343795,-0.781249555642085]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
START: FULL LICENSE,"[start:, full, license]","[19.0,3.0]","[-0.8016562966671428,-0.9632201742566815]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
THE FULL PROJECT GUTENBERG LICENSE,"[the, full, project, gutenberg, license]","[34.0,5.0]","[-0.29250987583904237,-0.5992789370274886]"
PLEASE READ THIS BEFORE YOU DISTRIBUTE OR USE THIS WORK,"[please, read, this, before, you, distribute, or, use, this, work]","[55.0,10.0]","[0.4202951133202982,0.31057415604549354]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
To protect the Project Gutenberg-tm mission of promoting the free,"[to, protect, the, project, gutenberg-tm, mission, of, promoting, the, free]","[65.0,10.0]","[0.7597260605390318,0.31057415604549354]"
"distribution of electronic works, by using or distributing this work","[distribution, of, electronic, works,, by, using, or, distributing, this, work]","[68.0,10.0]","[0.8615553447046519,0.31057415604549354]"
"(or any other work associated in any way with the phrase \"Project","[(or, any, other, work, associated, in, any, way, with, the, phrase, \"project]","[65.0,12.0]","[0.7597260605390318,0.6745153932746865]"
"Gutenberg\"), you agree to comply with all the terms of the Full","[gutenberg\"),, you, agree, to, comply, with, all, the, terms, of, the, full]","[63.0,12.0]","[0.6918398710952851,0.6745153932746865]"
Project Gutenberg-tm License available with this file or online at,"[project, gutenberg-tm, license, available, with, this, file, or, online, at]","[66.0,10.0]","[0.7936691552609052,0.31057415604549354]"
www.gutenberg.org/license.,[www.gutenberg.org/license.],"[26.0,1.0]","[-0.5640546336140292,-1.3271614114858743]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
Section 1. General Terms of Use and Redistributing Project,"[section, 1., general, terms, of, use, and, redistributing, project]","[58.0,9.0]","[0.5221243974859183,0.1286035374308971]"
Gutenberg-tm electronic works,"[gutenberg-tm, electronic, works]","[29.0,3.0]","[-0.46222534944840915,-0.9632201742566815]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
1.A. By reading or using any part of this Project Gutenberg-tm,"[1.a., by, reading, or, using, any, part, of, this, project, gutenberg-tm]","[62.0,11.0]","[0.6578967763734117,0.49254477466009]"
"electronic work, you indicate that you have read, understand, agree to","[electronic, work,, you, indicate, that, you, have, read,, understand,, agree, to]","[70.0,11.0]","[0.9294415341483986,0.49254477466009]"
and accept all the terms of this license and intellectual property,"[and, accept, all, the, terms, of, this, license, and, intellectual, property]","[66.0,11.0]","[0.7936691552609052,0.49254477466009]"
(trademark/copyright) agreement. If you do not agree to abide by all,"[(trademark/copyright), agreement., if, you, do, not, agree, to, abide, by, all]","[68.0,11.0]","[0.8615553447046519,0.49254477466009]"
"the terms of this agreement, you must cease using and return or","[the, terms, of, this, agreement,, you, must, cease, using, and, return, or]","[63.0,12.0]","[0.6918398710952851,0.6745153932746865]"
destroy all copies of Project Gutenberg-tm electronic works in your,"[destroy, all, copies, of, project, gutenberg-tm, electronic, works, in, your]","[67.0,10.0]","[0.8276122499827785,0.31057415604549354]"
possession. If you paid a fee for obtaining a copy of or access to a,"[possession., if, you, paid, a, fee, for, obtaining, a, copy, of, or, access, to, a]","[68.0,15.0]","[0.8615553447046519,1.2204272491184758]"
Project Gutenberg-tm electronic work and you do not agree to be bound,"[project, gutenberg-tm, electronic, work, and, you, do, not, agree, to, be, bound]","[69.0,12.0]","[0.8954984394265252,0.6745153932746865]"
"by the terms of this agreement, you may obtain a refund from the","[by, the, terms, of, this, agreement,, you, may, obtain, a, refund, from, the]","[64.0,13.0]","[0.7257829658171584,0.8564860118892829]"
person or entity to whom you paid the fee as set forth in paragraph,"[person, or, entity, to, whom, you, paid, the, fee, as, set, forth, in, paragraph]","[67.0,14.0]","[0.8276122499827785,1.0384566305038794]"
1.E.8.,[1.e.8.],"[6.0,1.0]","[-1.2429165280514964,-1.3271614114858743]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"1.B. \"Project Gutenberg\" is a registered trademark. It may only be","[1.b., \"project, gutenberg\", is, a, registered, trademark., it, may, only, be]","[66.0,11.0]","[0.7936691552609052,0.49254477466009]"
used on or associated in any way with an electronic work by people who,"[used, on, or, associated, in, any, way, with, an, electronic, work, by, people, who]","[70.0,14.0]","[0.9294415341483986,1.0384566305038794]"
agree to be bound by the terms of this agreement. There are a few,"[agree, to, be, bound, by, the, terms, of, this, agreement., there, are, a, few]","[65.0,14.0]","[0.7597260605390318,1.0384566305038794]"
things that you can do with most Project Gutenberg-tm electronic works,"[things, that, you, can, do, with, most, project, gutenberg-tm, electronic, works]","[70.0,11.0]","[0.9294415341483986,0.49254477466009]"
even without complying with the full terms of this agreement. See,"[even, without, complying, with, the, full, terms, of, this, agreement., see]","[65.0,11.0]","[0.7597260605390318,0.49254477466009]"
paragraph 1.C below. There are a lot of things you can do with Project,"[paragraph, 1.c, below., there, are, a, lot, of, things, you, can, do, with, project]","[70.0,14.0]","[0.9294415341483986,1.0384566305038794]"
Gutenberg-tm electronic works if you follow the terms of this,"[gutenberg-tm, electronic, works, if, you, follow, the, terms, of, this]","[61.0,10.0]","[0.6239536816515383,0.31057415604549354]"
agreement and help preserve free future access to Project Gutenberg-tm,"[agreement, and, help, preserve, free, future, access, to, project, gutenberg-tm]","[70.0,10.0]","[0.9294415341483986,0.31057415604549354]"
electronic works. See paragraph 1.E below.,"[electronic, works., see, paragraph, 1.e, below.]","[42.0,6.0]","[-0.02096511806405548,-0.4173083184128922]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"1.C. The Project Gutenberg Literary Archive Foundation (\"the","[1.c., the, project, gutenberg, literary, archive, foundation, (\"the]","[60.0,8.0]","[0.590010586929665,-0.053367081183699316]"
"Foundation\" or PGLAF), owns a compilation copyright in the collection","[foundation\", or, pglaf),, owns, a, compilation, copyright, in, the, collection]","[69.0,10.0]","[0.8954984394265252,0.31057415604549354]"
of Project Gutenberg-tm electronic works. Nearly all the individual,"[of, project, gutenberg-tm, electronic, works., nearly, all, the, individual]","[67.0,9.0]","[0.8276122499827785,0.1286035374308971]"
works in the collection are in the public domain in the United,"[works, in, the, collection, are, in, the, public, domain, in, the, united]","[62.0,12.0]","[0.6578967763734117,0.6745153932746865]"
States. If an individual work is unprotected by copyright law in the,"[states., if, an, individual, work, is, unprotected, by, copyright, law, in, the]","[68.0,12.0]","[0.8615553447046519,0.6745153932746865]"
"United States and you are located in the United States, we do not","[united, states, and, you, are, located, in, the, united, states,, we, do, not]","[65.0,13.0]","[0.7597260605390318,0.8564860118892829]"
"claim a right to prevent you from copying, distributing, performing,","[claim, a, right, to, prevent, you, from, copying,, distributing,, performing,]","[68.0,10.0]","[0.8615553447046519,0.31057415604549354]"
displaying or creating derivative works based on the work as long as,"[displaying, or, creating, derivative, works, based, on, the, work, as, long, as]","[68.0,12.0]","[0.8615553447046519,0.6745153932746865]"
"all references to Project Gutenberg are removed. Of course, we hope","[all, references, to, project, gutenberg, are, removed., of, course,, we, hope]","[67.0,11.0]","[0.8276122499827785,0.49254477466009]"
